company_id,job_id,situation_id,user_id,name,registration,cpf,hire_date,workload,birth_date,phone1,phone2,phone3,description,resignation_date,created,modified
1,1,1,5,Gilmar Arantes Dos Santos,5433,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 12:05:25,2014-04-02 12:05:25
1,1,1,5,Kelson Roberto Alves Caceres,5258,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 12:21:33,2014-04-02 12:21:33
1,1,1,5,Ana Paula Bicalho Soares Dos Santos,5309,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 12:38:44,2014-04-02 12:38:44
1,1,1,5,Jussiley Limeno Salina,5132,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 12:53:55,2014-04-02 12:53:55
1,1,1,5,Carla Cristina Garcia Da Silva,5358,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 15:58:25,2014-04-02 15:58:25
1,1,1,5,Geicimar Alves Mota,5110,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 16:49:10,2014-04-02 16:49:10
1,1,1,5,Nicollas Pelissari,5045,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 17:21:52,2014-04-02 17:21:52
1,1,1,5,Yasmim Barbosa Simoes,5549,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 17:28:43,2014-04-02 17:28:43
1,1,1,5,Kamilla Castro Da Silva,5548,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 17:31:13,2014-04-02 17:31:13
1,1,1,5,Alexander Julio De Paula Lopes,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 17:57:10,2014-04-02 17:57:10
1,1,1,5,Amanda Ximenes Da Silva,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 18:01:45,2014-04-02 18:01:45
1,1,1,5,Carlos Eduardo Lopes Coelho,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 18:03:30,2014-04-02 18:03:30
1,1,1,5,Gislaine Carvalho Sarmento,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 18:06:36,2014-04-02 18:06:36
1,1,1,5,Joel Acosta Quintana Junior,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 18:09:57,2014-04-02 18:09:57
1,1,1,5,Vinicius Araujo Pereira,5157,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 18:12:27,2014-04-02 18:12:27
1,1,1,5,Luana De Campos Grecco,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 18:15:49,2014-04-02 18:15:49
1,1,1,5,Regiane Correa Silva,5149,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 19:04:30,2014-04-02 19:04:30
1,1,1,5,Ariany Da Silva Alves,5362,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 22:26:50,2014-04-02 22:26:50
1,1,1,5,Nikyta Nascimento Netto,6312,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 22:27:40,2014-04-02 22:27:40
1,1,1,5,Ana Rita Jubrica De Campos,5412,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 22:28:41,2014-04-02 22:28:41
1,1,1,5,Jessica Gutierres De Morais,6381,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 22:32:47,2014-04-02 22:32:47
1,1,1,5,Marcelo Silva De Azevedo,5414,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 22:35:20,2014-04-02 22:35:20
1,1,1,5,Willian Gomes Winkler,5446,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 23:03:50,2014-04-02 23:03:50
1,1,1,5,Elica De Oliveira Duarte,5240,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 23:28:09,2014-04-02 23:28:09
1,1,1,5,Caio Henrique Eiras Placido,5531,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 23:33:21,2014-04-02 23:33:21
1,1,1,5,Washinton Fernandes Soares,5457,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-02 23:36:34,2014-04-02 23:36:34
1,1,1,5,Wellington Penha Dos Santos,6311,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-03 08:36:28,2014-04-03 08:36:28
1,1,1,5,Vera Nivea De Araujo Gibim,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-03 11:57:54,2014-04-03 11:57:54
1,1,1,5,Maria Angelica Goncalves Nogueira,5351,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-03 12:17:07,2014-04-03 12:17:07
1,1,1,5,Deronice Bobadilha Pinto,5158,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-03 12:18:57,2014-04-03 12:18:57
1,1,1,5,Jorge Miguel Pinheiro,5234,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-03 12:21:23,2014-04-03 12:21:23
1,1,1,5,Cosmo Posca Dos Santos,5248,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-03 12:22:10,2014-04-03 12:22:10
1,1,1,5,Jorge Manuel Toledo,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-07 10:37:14,2014-04-07 10:37:14
1,1,1,5,Milka Rezende Souza,5613,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-08 14:35:26,2014-04-08 14:35:26
1,1,1,5,Danielle De Souza Cruz,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-08 15:30:55,2014-04-08 15:30:55
1,1,1,5,Renan Coelho Prestes,5542,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-04-17 08:22:24,2014-04-17 08:22:24
1,1,1,5,Nilmara Auxiliadora Da Silva Gonzales,,,2016-02-01 00:00,40,2015-09-10,6767676767,6767676767,6767676767,,2016-02-24,2014-05-02 13:21:51,2014-05-02 13:21:51
